Event,Date,White,Black,Result,BlackElo,WhiteElo,ECO
Rated Blitz game,2019.03.26,baja,Maerceci,1-0,1774,1845,C00
Rated Blitz game,2019.03.26,Maerceci,conrad84,1/2-1/2,1771,1774,A43
Rated Blitz game,2019.03.26,notmore1game,Maerceci,1-0,1784,1802,C01
Rated Blitz game,2019.03.26,Maerceci,xyz2,1-0,1757,1774,D06
Rated Bullet game,2019.03.26,nobodyplayschess,Maerceci,0-1,1647,1595,C02
Rated Bullet game,2019.03.26,Maerceci,SNovik1995,1-0,1628,1637,D06
Rated Bullet game,2019.03.26,Maerceci,Buhu,1-0,1638,1626,A43
Rated Bullet game,2019.03.26,Mrazina,Maerceci,1-0,1637,1630,C00
Rated Bullet game,2019.03.26,Maerceci,Tutepat,0-1,1617,1648,D30
Rated Bullet game,2019.03.26,haughallenj,Maerceci,1-0,1658,1672,D00
Rated Bullet game,2019.03.26,rwb0137,Maerceci,1/2-1/2,1658,1664,A01
Rated Bullet game,2019.03.26,Maerceci,pixe,1-0,1662,1647,A41
Rated Bullet game,2019.03.26,Maerceci,Raif11,1-0,1607,1637,A60
Rated Bullet game,2019.03.26,Maerceci,santastico,1-0,1615,1627,D15
Rated Bullet game,2019.03.26,Nicola2000,Maerceci,1/2-1/2,1627,1634,D00
Rated Bullet game,2019.03.26,feynn,Maerceci,1-0,1639,1594,D05
Rated Bullet game,2019.03.26,Maerceci,Anel-2811,1-0,1619,1629,A40
Rated Bullet game,2019.03.26,ClavisAurea,Maerceci,1-0,1638,1662,D30
Rated Bullet game,2019.03.26,Maerceci,B-roNKo,0-1,1641,1649,A43
Rated Bullet game,2019.03.26,chessacropolis,Maerceci,0-1,1641,1566,C00
Rated Bullet game,2019.03.26,Chandeki,Maerceci,0-1,1630,1636,D35
Rated Bullet game,2019.03.26,Maerceci,pike54,1-0,1516,1623,D93
Rated Bullet game,2019.03.26,Maerceci,nicholashart,1-0,1674,1611,D11
Rated Bullet game,2019.03.26,Maerceci,pasdargent,0-1,1671,1620,A51
Rated Bullet game,2019.03.26,izzyfuego,Maerceci,1-0,1632,1569,D30
Rated Bullet game,2019.03.26,Maerceci,NoPlayNoFun,0-1,1604,1644,A44
Rated Bullet game,2019.03.26,NoPlayNoFun,Maerceci,0-1,1634,1612,C02
Rated Bullet game,2019.03.26,Maerceci,sikobikosiko,1-0,1596,1624,D11
Rated Bullet game,2019.03.26,DupinRM,Maerceci,1-0,1638,1524,C01
Rated Bullet game,2019.03.26,Maerceci,paulykeres,1-0,1720,1624,D30
Rated Bullet game,2019.03.26,Maerceci,Jellor,0-1,1671,1634,A43
Rated Bullet game,2019.03.26,Jellor,Maerceci,1/2-1/2,1633,1672,D37
Rated Bullet game,2019.03.26,KACblM,Maerceci,0-1,1626,1488,C10
Rated Bullet game,2019.03.26,Maerceci,KACblM,1-0,1545,1619,A52
Rated Bullet game,2019.03.26,Sendek,Maerceci,0-1,1607,1642,D00
Rated Bullet game,2019.03.26,levgonz,Maerceci,0-1,1598,1567,C02
Rated Bullet game,2019.03.26,Maerceci,dd22dd,1-0,1584,1588,D21
Rated Bullet game,2019.03.26,Maerceci,chessbiladerler,0-1,1590,1599,D11
Rated Bullet game,2019.03.26,torreinfernal,Maerceci,0-1,1587,1636,C02
Rated Bullet game,2019.03.26,TheBudIcePenguin,Maerceci,0-1,1575,1622,D05
Rated Bullet game,2019.03.26,Maerceci,SallyTheSnail,0-1,1576,1586,D06
Rated Bullet game,2019.03.26,Caligula96,Maerceci,0-1,1576,1553,D05
Rated Bullet game,2019.03.26,Maerceci,PavDaBoiii,1-0,1500,1568,A40
Rated Bullet game,2019.03.26,Maerceci,Strokman7,1-0,1613,1556,D30
Rated Bullet game,2019.03.26,ddt1,Maerceci,0-1,1547,1480,A00
Rated Bullet game,2019.03.26,reglel,Maerceci,1-0,1557,1561,C02
Rated Bullet game,2019.03.26,Maerceci,Junge_aus_Maaskantje,0-1,1530,1569,D15
Rated Bullet game,2019.03.26,Maerceci,utku06,1-0,1601,1557,D70
Rated Bullet game,2019.03.26,COQSTAR,Maerceci,1-0,1567,1577,C00
Rated Bullet game,2019.03.26,fokus_27,Maerceci,1-0,1575,1673,C18
Rated Bullet game,2019.03.26,Maerceci,Goomba88,1-0,1561,1565,A84
Rated Blitz game,2019.03.26,Maerceci,georgeanand,1-0,1766,1763,A40
Rated Blitz game,2019.03.25,blurtime,Maerceci,0-1,1753,1734,C18
Rated Blitz game,2019.03.25,nowasol,Maerceci,1-0,1758,1975,A03
Rated Bullet game,2019.03.25,Maerceci,jihadd,0-1,1680,1572,A40
Rated Bullet game,2019.03.25,feketeardo,Maerceci,1-0,1584,1546,A00
Rated Bullet game,2019.03.25,Maerceci,BulletFissure,0-1,1619,1593,D06
Rated Bullet game,2019.03.25,Maerceci,Igorukraine,0-1,1579,1604,A41
Rated Bullet game,2019.03.25,adrian_m,Maerceci,1-0,1615,1617,B40
Rated Bullet game,2019.03.25,Maerceci,pipocirus,1-0,1654,1603,D06
Rated Bullet game,2019.03.25,chesspokergolf,Maerceci,1-0,1615,1574,C00
Rated Bullet game,2019.03.25,matemonster,Maerceci,0-1,1609,1441,A00
Rated Bullet game,2019.03.25,Maerceci,balint04,0-1,1676,1617,A53
Rated Bullet game,2019.03.25,Maerceci,richsell,1-0,1604,1607,D06
Rated Bullet game,2019.03.25,angelitotrece,Maerceci,1-0,1618,1610,C15
Rated Bullet game,2019.03.25,dweezil28,Maerceci,1-0,1627,1664,C00
Rated Bullet game,2019.03.25,Maerceci,amzeki,0-1,1381,1644,D20
Rated Bullet game,2019.03.25,Maerceci,amrzaki1987,1-0,1705,1632,A40
Rated Bullet game,2019.03.25,lestachou,Maerceci,0-1,1621,1637,D00
Rated Bullet game,2019.03.25,Topazjon35,Maerceci,1-0,1631,1643,C00
Rated Bullet game,2019.03.25,Maerceci,dario7218,0-1,1754,1638,A80
Rated Bullet game,2019.03.25,MrAnanas,Maerceci,0-1,1628,1613,D30
Rated Bullet game,2019.03.25,Maerceci,Pawnzombies,0-1,1619,1639,A51
Rated Bullet game,2019.03.25,angrypenguin,Maerceci,1/2-1/2,1639,1651,C00
Rated Bullet game,2019.03.25,ysr44,Maerceci,0-1,1629,1586,C00
Rated Bullet game,2019.03.25,Maerceci,Aroveran,1-0,1574,1620,E60
Rated Bullet game,2019.03.25,Maerceci,S_Sergey,0-1,1581,1632,D30
Rated Bullet game,2019.03.25,Maerceci,ericsam83,0-1,1615,1644,D93
Rated Bullet game,2019.03.25,Maerceci,vbb,0-1,1551,1657,D11
Rated Bullet game,2019.03.25,Grey123,Maerceci,0-1,1646,1656,D35
Rated Bullet game,2019.03.25,Gr4vity,Maerceci,0-1,1637,1605,C00
Rated Bullet game,2019.03.25,Maerceci,Aplen,0-1,1752,1644,A84
Rated Bullet game,2019.03.25,Blitzkri3g,Maerceci,0-1,1634,1634,D00
Rated Bullet game,2019.03.25,Maerceci,WhenYouSeeIt,0-1,1646,1644,A40
Rated Bullet game,2019.03.25,Aaeneas,Maerceci,1-0,1656,1619,A03
Rated Bullet game,2019.03.25,Maerceci,ioannis245,0-1,1652,1666,D30
Rated Bullet game,2019.03.25,jota806,Maerceci,1-0,1677,1679,D02
Rated Bullet game,2019.03.24,Maerceci,Adiltemara,1-0,1625,1667,A43
Rated Bullet game,2019.03.24,Blunderov,Maerceci,0-1,1657,1671,D37
Rated Bullet game,2019.03.24,Maerceci,mirmoshtagi,1-0,1656,1646,A41
Rated Bullet game,2019.03.24,Maerceci,Lim8,1-0,1600,1637,D20
Rated Bullet game,2019.03.24,E4NF6E5,Maerceci,1-0,1647,1641,C00
Rated Bullet game,2019.03.24,Vnicornio,Maerceci,0-1,1637,1639,D02
Rated Bullet game,2019.03.24,Igognito,Maerceci,1-0,1653,1423,C00
Rated Bullet game,2019.03.24,Maerceci,GabeauTal,1-0,1639,1643,D30
Rated Bullet game,2019.03.24,GabeauTal,Maerceci,0-1,1632,1650,C00
Rated Bullet game,2019.03.24,Maerceci,GabeauTal,0-1,1639,1642,D30
Rated Bullet game,2019.03.24,GabeauTal,Maerceci,0-1,1632,1650,C00
Rated Bullet game,2019.03.24,Maerceci,GabeauTal,1-0,1662,1620,D20
Rated Bullet game,2019.03.24,GabeauTal,Maerceci,0-1,1608,1674,C00
Rated Bullet game,2019.03.24,aavza50,Maerceci,1-0,1617,1650,C02
Rated Bullet game,2019.03.24,Maerceci,aavza50,1-0,1661,1605,A41
Rated Bullet game,2019.03.24,Maerceci,lucky--fish,0-1,1724,1612,D30
Rated Bullet game,2019.03.24,Maerceci,kanilec22,1-0,1594,1602,D11
Rated Bullet game,2019.03.24,KGC_YT,Maerceci,1-0,1612,1619,D00
Rated Bullet game,2019.03.24,Maerceci,civetteman,0-1,1519,1626,D20
Rated Bullet game,2019.03.24,civetteman,Maerceci,0-1,1618,1527,C00
Rated Bullet game,2019.03.24,Maerceci,wicket,1-0,1605,1608,D10
Rated Bullet game,2019.03.23,cerv0nw0ng,Maerceci,1-0,1618,1636,D02
Rated Bullet game,2019.03.23,Maerceci,Vincens,1-0,1611,1607,E21
Rated Bullet game,2019.03.23,Maerceci,unorthodoxplayer,0-1,1609,1618,A60
Rated Bullet game,2019.03.23,FrancescXPM,Maerceci,0-1,1607,1604,D05
Rated Bullet game,2019.03.23,salcedo1,Maerceci,1-0,1615,1695,C00
Rated Bullet game,2019.03.23,Maerceci,Aamrtheosophy,0-1,1738,1623,A40
Rated Bullet game,2019.03.23,Maerceci,RedUno,0-1,1627,1633,D21
Rated Bullet game,2019.03.23,viticlick,Maerceci,1-0,1641,1735,A00
Rated Bullet game,2019.03.23,Maerceci,alexlexmororo,0-1,1636,1651,A40
Rated Bullet game,2019.03.23,luciano2000,Maerceci,1-0,1661,1672,C01
Rated Bullet game,2019.03.23,Maerceci,RyanGiggs,0-1,1618,1673,D11
Rated Bullet game,2019.03.23,RyanGiggs,Maerceci,0-1,1664,1627,C00
Rated Bullet game,2019.03.23,Maerceci,RyanGiggs,0-1,1615,1676,D20
Rated Bullet game,2019.03.23,RyanGiggs,Maerceci,0-1,1667,1624,A01
Rated Bullet game,2019.03.23,Maerceci,RyanGiggs,1-0,1634,1658,D20
Rated Bullet game,2019.03.23,RyanGiggs,Maerceci,0-1,1647,1644,D30
Rated Bullet game,2019.03.23,Maerceci,RyanGiggs,1-0,1655,1637,A40
Rated Bullet game,2019.03.23,RyanGiggs,Maerceci,1-0,1647,1644,D30
Rated Bullet game,2019.03.23,Maerceci,RyanGiggs,1-0,1655,1636,D30
Rated Blitz game,2019.03.22,elninjo,Maerceci,0-1,1751,1650,D02
Rated Blitz game,2019.03.22,Maerceci,max22000077a,1-0,1653,1743,E60
Rated Blitz game,2019.03.21,Maerceci,fantoma1,1-0,1820,1730,A40
Rated Bullet game,2019.03.21,MgSark,Maerceci,1-0,1646,1658,C01
Rated Bullet game,2019.03.21,JulianJaySavarin,Maerceci,1/2-1/2,1646,1651,C00
Rated Bullet game,2019.03.21,Maerceci,nozo,0-1,1700,1655,E60
Rated Bullet game,2019.03.21,VanDegLunkBenTen,Maerceci,1-0,1665,1662,D35
Rated Bullet game,2019.03.20,Maerceci,cabaretero1,0-1,1666,1676,D07
Rated Bullet game,2019.03.20,imnotgoodatbullet,Maerceci,1-0,1687,1677,C02
Rated Bullet game,2019.03.20,iamadentist,Maerceci,0-1,1676,1687,C01
Rated Bullet game,2019.03.20,Maerceci,dcp000,0-1,1708,1686,D07
Rated Bullet game,2019.03.20,Maerceci,Emil76,1-0,1668,1675,D37
Rated Bullet game,2019.03.20,SchachWilster1,Maerceci,0-1,1663,1733,C00
Rated Bullet game,2019.03.20,Maerceci,lukeherlihy1703,1-0,1655,1653,A43
Rated Bullet game,2019.03.20,unaisntg,Maerceci,1-0,1663,1664,A00
Rated Bullet game,2019.03.20,Maerceci,bullstuffing,1-0,1694,1651,A40
Rated Bullet game,2019.03.20,Maerceci,lukeherlihy1703,1-0,1674,1640,E60
Rated Bullet game,2019.03.20,pippo96,Maerceci,0-1,1629,1645,C00
Rated Bullet game,2019.03.20,Maerceci,attack_gelman,1-0,1648,1619,D06
Rated Bullet game,2019.03.20,ayhan319,Maerceci,0-1,1608,1622,C00
Rated Bullet game,2019.03.20,Maerceci,buhua,0-1,1647,1617,D06
Rated Bullet game,2019.03.20,Jack1111,Maerceci,1-0,1626,1671,C00
Rated Bullet game,2019.03.20,putman,Maerceci,1-0,1639,1562,D10
Rated Bullet game,2019.03.20,Maerceci,putman,0-1,1550,1652,A40
Rated Bullet game,2019.03.20,Josh745,Maerceci,1-0,1660,1753,C00
Rated Bullet game,2019.03.20,Maerceci,Not_Super_Mario,1-0,1620,1651,D30
Rated Bullet game,2019.03.20,Brandonie,Maerceci,1-0,1659,1725,C00
Rated Bullet game,2019.03.20,lionelronaldo,Maerceci,0-1,1650,1602,D02
Rated Bullet game,2019.03.20,Maerceci,elliemay,0-1,1658,1661,D07
Rated Bullet game,2019.03.20,Maerceci,Quisqueyano,0-1,1726,1669,D06
Rated Bullet game,2019.03.20,stigovia,Maerceci,1-0,1680,1676,C01
Rated Bullet game,2019.03.20,Maerceci,ali-elsanosy,1-0,1677,1669,A40
Rated Bullet game,2019.03.20,HatefulEight,Maerceci,0-1,1661,1569,A01
Rated Bullet game,2019.03.20,Olangwaps,Maerceci,1-0,1672,1670,A41
Rated Bullet game,2019.03.20,Maerceci,cracus,1-0,1672,1661,E60
Rated Bullet game,2019.03.20,Maerceci,Shiva56,0-1,1645,1672,A41
Rated Bullet game,2019.03.20,nigrum-regem,Maerceci,1-0,1681,1745,C00
Rated Bullet game,2019.03.20,Maerceci,Deepblue77,0-1,1840,1687,D20
Rated Bullet game,2019.03.20,Vipos964,Maerceci,0-1,1676,1691,C01
Rated Bullet game,2019.03.20,Maerceci,Jbot43,0-1,1663,1687,E90
Rated Bullet game,2019.03.20,BFW,Maerceci,0-1,1681,1555,D35
Rated Bullet game,2019.03.20,wjbright,Maerceci,0-1,1672,1621,D35
Rated Bullet game,2019.03.20,Maerceci,specthcon,0-1,1703,1681,A41
Rated Bullet game,2019.03.20,DrGo,Maerceci,0-1,1671,1663,C02
Rated Bullet game,2019.03.20,Maerceci,jeancharleslenoir,0-1,1791,1678,A40
Rated Bullet game,2019.03.20,mpech,Maerceci,0-1,1668,1659,D00
Rated Bullet game,2019.03.20,Maerceci,mpech,0-1,1648,1680,A40
Rated Bullet game,2019.03.20,mpech,Maerceci,0-1,1670,1658,D05
Rated Bullet game,2019.03.20,Maerceci,mpech,1-0,1668,1659,A40
Rated Bullet game,2019.03.20,Timman_nl,Maerceci,1/2-1/2,1660,1620,C00
Rated Bullet game,2019.03.20,Maerceci,sw49,0-1,1616,1672,A52
Rated Bullet game,2019.03.20,Pitchoun92,Maerceci,1-0,1681,1744,D35
Rated Bullet game,2019.03.20,Maerceci,Rafieamir55,0-1,1713,1690,A40
Rated Bullet game,2019.03.20,sw49,Maerceci,1-0,1703,1613,C01
Rated Bullet game,2019.03.20,Maerceci,heidlaus,0-1,1680,1715,A43
Rated Bullet game,2019.03.20,saman8058,Maerceci,1-0,1725,1748,D37
Rated Bullet game,2019.03.20,Folling,Maerceci,0-1,1715,1678,D37
Rated Bullet game,2019.03.20,Maerceci,walidayn,1-0,1636,1707,D06
Rated Bullet game,2019.03.20,EddyFr,Maerceci,1-0,1716,1759,D37
Rated Bullet game,2019.03.20,Maerceci,oklim,0-1,1749,1726,E77
Rated Bullet game,2019.03.20,newbie18,Maerceci,0-1,1716,1702,C00
Rated Bullet game,2019.03.20,Maerceci,aliquas,1-0,1785,1703,A40
Rated Bullet game,2019.03.20,blavicky,Maerceci,0-1,1693,1684,D37
Rated Bullet game,2019.03.20,Maerceci,serkan21,0-1,1504,1709,D20
Rated Bullet game,2019.03.20,AshutoshRC,Maerceci,0-1,1696,1765,C00
Rated Bullet game,2019.03.20,Maerceci,Pomaranc,1-0,1718,1685,A56
Rated Bullet game,2019.03.20,Maerceci,heidlaus,1-0,1665,1675,A43
Rated Bullet game,2019.03.20,un0,Maerceci,0-1,1664,1666,C00
Rated Bullet game,2019.03.20,Batradzzz,Maerceci,1-0,1675,1675,B40
Rated Bullet game,2019.03.20,Maerceci,federov,1-0,1524,1668,D37
Rated Bullet game,2019.03.20,Maerceci,abdulthenoob,0-1,1669,1679,A40
Rated Bullet game,2019.03.20,Jacye,Maerceci,0-1,1665,1788,C07
Rated Bullet game,2019.03.20,Maerceci,bjak302,1-0,1570,1657,E61
Rated Bullet game,2019.03.20,Maerceci,Legion14,0-1,1695,1667,D13
Rated Bullet game,2019.03.20,DSprietoFF,Maerceci,1-0,1677,1683,C01
Rated Bullet game,2019.03.20,pablojg,Maerceci,0-1,1667,1661,A00
Rated Bullet game,2019.03.20,Maerceci,D-Skikos,1-0,1622,1658,D11
Rated Bullet game,2019.03.20,Maerceci,RePeppe,0-1,1644,1669,D10
Rated Bullet game,2019.03.20,RePeppe,Maerceci,0-1,1658,1654,D00
Rated Blitz game,2019.03.20,MarcKrev,Maerceci,1-0,1739,1765,C07
Rated Blitz game,2019.03.20,Maerceci,nikolay-shd,1-0,1760,1728,D11
Rated Blitz game,2019.03.19,Maerceci,Manuelto,0-1,1807,1736,A56
Rated Blitz game,2019.03.19,Yousef-2016,Maerceci,1-0,1748,1714,C07
Rated Blitz game,2019.03.19,Maerceci,Zmrdlik,1-0,1748,1737,A41
Rated Blitz game,2019.03.19,Maerceci,Permanentwinner,1-0,1714,1727,A57
Rated Blitz game,2019.03.12,Sepehr_61,Maerceci,1-0,1740,1650,C01
Rated Blitz game,2019.03.12,BARIKATA,Maerceci,1-0,1755,1610,C00
Rated Blitz game,2019.03.12,Maerceci,chekh87,1-0,1741,1744,D93
Rated Blitz game,2019.03.12,varothegambit,Maerceci,0-1,1733,1767,C02
Rated Bullet game,2019.03.06,Maerceci,j3797,0-1,1798,1665,A57
Rated Bullet game,2019.03.06,morphy33,Maerceci,0-1,1654,1663,C01
Rated Bullet game,2019.03.06,Maerceci,kliganbraganza,0-1,1666,1665,D60
Rated Bullet game,2019.03.06,Lypop,Maerceci,1-0,1675,1687,A00
Rated Bullet game,2019.03.06,plumasnegras,Maerceci,1-0,1687,1615,C13
Rated Bullet game,2019.03.06,Ipergalattic,Maerceci,1-0,1697,1727,A07
Rated Bullet game,2019.03.06,Maerceci,shark1,1-0,1704,1686,A41
Rated Bullet game,2019.03.06,Maerceci,MithrandiJ2,1/2-1/2,1694,1686,D30
Rated Bullet game,2019.03.06,Maerceci,Malagart,0-1,1708,1696,A32
Rated Bullet game,2019.03.06,feyz10,Maerceci,1-0,1705,1752,C00
Rated Bullet game,2019.03.06,equinox772,Maerceci,0-1,1695,1675,D38
Rated Bullet game,2019.03.06,Maerceci,Alpha-du-centor,1-0,1737,1683,D06
Rated Bullet game,2019.03.06,Maerceci,lafrites,1-0,1549,1676,D21
Rated Bullet game,2019.03.05,Dosbolk,Maerceci,0-1,1667,1620,C01
Rated Bullet game,2019.03.05,Maerceci,maijad60,0-1,1679,1677,D21
Rated Bullet game,2019.02.27,MrUltraWimp,Maerceci,1-0,1690,1600,A00
Rated Bullet game,2019.02.27,Maerceci,chessmania1999,1-0,1651,1681,A51
Rated Bullet game,2019.02.27,tingtongting,Maerceci,1-0,1691,1710,A01
Rated Bullet game,2019.02.27,Repsej,Maerceci,0-1,1682,1628,C00
Rated Bullet game,2019.02.27,Maerceci,IsseiPawnDxD,1-0,1654,1672,A40
Rated Bullet game,2019.02.27,Rolfo,Maerceci,0-1,1661,1686,A00
Rated Bullet game,2019.02.27,Maerceci,aselColombia,0-1,1635,1672,D20
Rated Bullet game,2019.02.27,jembod,Maerceci,1-0,1683,1683,D00
Rated Bullet game,2019.02.27,Maerceci,newboard,0-1,1659,1694,D06
Rated Bullet game,2019.02.26,Maerceci,TNMchess,1-0,1682,1684,A52
Rated Bullet game,2019.02.26,ramosquito,Maerceci,1-0,1693,1743,A11
Rated Bullet game,2019.02.26,BobBanana2,Maerceci,1-0,1704,1668,C00
Rated Bullet game,2019.02.26,Maerceci,hertzyy,0-1,1795,1712,A52
Rated Bullet game,2019.02.26,Maerceci,LuNaTiqQc,0-1,1779,1721,E10
Rated Bullet game,2019.02.26,NachoBro83,Maerceci,1-0,1735,1602,D00
Rated Bullet game,2019.02.26,Maerceci,Asidero,0-1,1749,1745,D30
Rated Bullet game,2019.02.26,Levanders,Maerceci,0-1,1736,1710,C00
Rated Bullet game,2019.02.26,benny199,Maerceci,0-1,1726,1700,C00
Rated Bullet game,2019.02.26,Maerceci,Kurznoppe,1-0,1668,1717,D30
Rated Bullet game,2019.02.26,Maerceci,Gelia1986,0-1,1784,1726,D15
Rated Bullet game,2019.02.26,IHateMyKing,Maerceci,0-1,1716,1700,D35
Rated Bullet game,2019.02.26,JuanCarlosPC,Maerceci,0-1,1708,1625,C00
Rated Bullet game,2019.02.26,Florian1313,Maerceci,0-1,1698,1687,C00
Rated Bullet game,2019.02.26,Maerceci,Gerald65,1-0,1681,1687,A40
Rated Bullet game,2019.02.26,tkrvl,Maerceci,1-0,1696,1751,C00
Rated Bullet game,2019.02.21,Maerceci,sirmat,0-1,1829,1703,D93
Rated Bullet game,2019.02.21,Maerceci,squar3D64,0-1,1741,1713,D06
Rated Bullet game,2019.02.21,Leau,Maerceci,1-0,1723,1722,D00
Rated Bullet game,2019.02.21,Maerceci,esteban3800,0-1,1741,1733,D30
Rated Bullet game,2019.02.21,Maerceci,Kobarde,1-0,1693,1724,E10
Rated Bullet game,2019.02.21,donpheart,Maerceci,0-1,1713,1716,D05
Rated Bullet game,2019.02.21,Maerceci,Kobarde,1-0,1705,1703,E10
Rated Bullet game,2019.02.21,fred_250383,Maerceci,0-1,1693,1670,D30
Rated Bullet game,2019.02.21,AndyIvanov,Maerceci,1-0,1704,1702,C00
Rated Bullet game,2019.02.21,Maerceci,Morfyne,0-1,1707,1714,E60
Rated Bullet game,2019.02.21,Johndoe007,Maerceci,0-1,1703,1731,C00
Rated Bullet game,2019.02.21,Maerceci,bangos1,0-1,1740,1713,A53
Rated Bullet game,2019.02.21,Shlomohamelech,Maerceci,1-0,1725,1654,A00
Rated Bullet game,2019.02.21,Maerceci,Zephyr_Cloud,1-0,1690,1715,D43
Rated Bullet game,2019.02.21,african_smurfette,Maerceci,1-0,1728,1641,D00
Rated Bullet game,2019.02.21,Maerceci,windycity,1-0,1630,1721,A71
Rated Bullet game,2019.02.21,Maerceci,I_hate_knights,0-1,1745,1731,A40
Rated Bullet game,2019.02.21,almantas,Maerceci,0-1,1718,1777,D37
Rated Bullet game,2019.02.21,Zephyr_Cloud,Maerceci,1-0,1730,1683,D37
Rated Bullet game,2019.02.21,KingWarDog,Maerceci,1-0,1742,1713,D00
Rated Bullet game,2019.02.21,Maerceci,Pauly77,0-1,1701,1754,A56
Rated Bullet game,2019.02.21,Maerceci,MightyCreator,1-0,1688,1745,A53
Rated Bullet game,2019.02.21,Maerceci,gerardnethugo,0-1,1791,1754,A40
Rated Bullet game,2019.02.21,Maerceci,MAGIChristian02,0-1,1798,1764,E11
Rated Bullet game,2019.02.21,u914013,Maerceci,1-0,1772,1847,A00
Rated Bullet game,2019.02.21,Eleliole,Maerceci,1-0,1782,1797,D05
Rated Bullet game,2019.02.21,DmitriyV88,Maerceci,1-0,1795,1700,C02
Rated Bullet game,2019.02.21,Maerceci,DmitriyV88,1-0,1708,1787,D30
Rated Bullet game,2019.02.21,anyhow,Maerceci,1-0,1798,1797,C03
Rated Bullet game,2019.02.21,Maerceci,themaster11,0-1,1806,1808,D11
Rated Bullet game,2019.02.21,Mauricio26,Maerceci,0-1,1798,1771,C00
Rated Bullet game,2019.02.21,Maerceci,kunmi101,0-1,2042,1803,A43
Rated Blitz game,2019.02.21,PatzerMaster64,Maerceci,1-0,1744,1713,C02
Rated Blitz game,2019.02.21,Maerceci,spantic,1-0,1727,1734,D20
